,Unnamed: 0.1,group,image_path,x1,y1,w,h,blur,expression,illumination,invalid,occlusion,pose,width,height,aspect,area,num_faces
86,86,0--Parade,0--Parade/0_Parade_Parade_0_379.jpg,952,421,69,166,0,0,0,0,0,0,1024,768,wider,0.01456451416015625,2
87,87,0--Parade,0--Parade/0_Parade_Parade_0_933.jpg,728,309,196,263,0,0,1,0,0,0,1024,703,wider,0.07160717460881935,1
88,88,0--Parade,0--Parade/0_Parade_Parade_0_592.jpg,40,148,86,108,0,0,0,0,0,0,1024,768,wider,0.011810302734375,2
89,89,0--Parade,0--Parade/0_Parade_Parade_0_592.jpg,812,110,86,112,0,0,0,0,0,0,1024,768,wider,0.012247721354166666,2
92,92,0--Parade,0--Parade/0_Parade_marchingband_1_1048.jpg,432,128,252,362,0,0,0,0,0,0,1024,768,wider,0.115997314453125,1
93,93,0--Parade,0--Parade/0_Parade_Parade_0_395.jpg,732,320,160,230,0,0,0,0,0,0,1024,768,wider,0.04679361979166666,2
94,94,0--Parade,0--Parade/0_Parade_Parade_0_395.jpg,78,456,108,146,0,1,1,0,0,0,1024,768,wider,0.020050048828125,2
96,96,0--Parade,0--Parade/0_Parade_Parade_0_1019.jpg,704,110,89,108,0,0,1,0,0,0,1024,680,wider,0.013803998161764705,1
100,100,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_288.jpg,336,82,112,162,0,0,0,0,0,0,1024,767,wider,0.02310136897001304,1
101,101,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_105.jpg,400,212,72,120,0,0,0,0,0,0,1024,754,wider,0.011190318302387273,2
102,102,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_105.jpg,680,70,80,118,0,0,0,0,0,1,1024,754,wider,0.012226458885941644,2
109,109,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_854.jpg,322,146,66,130,0,0,0,0,0,0,1024,684,wider,0.01224986293859649,2
110,110,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_854.jpg,652,164,72,108,0,0,0,0,0,0,1024,684,wider,0.011101973684210526,2
111,111,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_234.jpg,228,94,264,398,0,0,0,0,0,0,1024,768,wider,0.13360595703125,1
112,112,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_341.jpg,152,114,114,123,0,0,0,0,0,0,1024,547,wider,0.025033563756855576,3
113,113,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_341.jpg,410,193,107,114,0,0,0,0,0,0,1024,547,wider,0.021777165219378426,3
114,114,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_341.jpg,789,138,109,107,0,0,0,0,0,0,1024,547,wider,0.02082202639396709,3
126,126,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_174.jpg,404,82,92,128,0,0,0,0,0,0,1024,754,wider,0.015251989389920425,1
127,127,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_885.jpg,578,90,142,202,0,0,1,0,0,0,1024,695,wider,0.040304631294964026,3
128,128,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_885.jpg,464,346,126,146,0,0,0,0,0,0,1024,695,wider,0.02584869604316547,3
129,129,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_885.jpg,218,186,128,170,0,0,1,0,0,0,1024,695,wider,0.030575539568345324,3
130,130,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_686.jpg,272,76,94,216,0,0,0,0,0,0,1024,684,wider,0.02898848684210526,2
131,131,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_686.jpg,714,210,118,170,0,0,0,0,0,0,1024,684,wider,0.02864012244152047,2
132,132,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_840.jpg,354,172,78,128,0,0,0,0,0,0,1024,768,wider,0.0126953125,1
136,136,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_429.jpg,378,158,302,448,0,0,0,0,0,0,1024,768,wider,0.17203776041666666,1
137,137,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_707.jpg,266,142,322,484,0,0,0,0,0,0,1024,858,wider,0.1773838141025641,1
139,139,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_572.jpg,364,216,212,284,0,0,0,0,0,0,1024,993,wider,0.05921135448136959,1
140,140,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_410.jpg,413,69,116,157,0,0,0,0,0,0,1024,577,wider,0.030823494367417683,1
147,147,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_515.jpg,266,46,89,109,0,0,1,0,0,0,1024,517,wider,0.01832424141682785,2
148,148,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_515.jpg,2,87,45,136,1,0,0,0,0,1,1024,517,wider,0.011560082205029014,2
149,149,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_404.jpg,206,106,136,226,0,0,0,0,0,0,1024,721,wider,0.04163054785020805,3
150,150,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_404.jpg,570,98,140,206,0,0,0,0,0,0,1024,721,wider,0.0390625,3
151,151,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_404.jpg,796,214,132,190,0,0,0,0,0,0,1024,721,wider,0.03396974687933426,3
152,152,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_145.jpg,296,182,72,182,0,0,0,0,0,0,1024,936,wider,0.013671875,2
153,153,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_145.jpg,726,274,74,154,0,0,0,0,0,0,1024,936,wider,0.011889857104700854,2
155,155,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_141.jpg,426,160,88,128,0,0,0,0,0,0,1024,754,wider,0.014588859416445625,2
156,156,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_141.jpg,644,150,98,146,0,0,0,0,0,0,1024,754,wider,0.018531374336870028,2
157,157,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_627.jpg,330,56,102,152,0,0,0,0,0,0,1024,535,wider,0.028300233644859805,2
158,158,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_627.jpg,562,38,100,138,0,0,0,0,0,0,1024,535,wider,0.02518983644859813,2
160,160,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_121.jpg,463,131,77,118,0,0,0,0,0,0,1024,682,wider,0.013010332661290322,2
161,161,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_121.jpg,752,25,93,148,0,0,0,0,0,0,1024,682,wider,0.01970880681818182,2
164,164,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_671.jpg,722,212,72,116,0,0,0,0,0,0,1024,577,wider,0.014135615251299829,1
165,165,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_268.jpg,382,88,64,112,0,0,0,0,0,0,1024,576,wider,0.012152777777777778,2
166,166,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_268.jpg,602,28,64,108,1,0,0,0,0,0,1024,576,wider,0.01171875,2
174,174,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_337.jpg,232,60,108,166,0,0,0,0,0,0,1024,775,wider,0.022590725806451613,2
175,175,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_337.jpg,630,84,90,168,0,0,0,0,0,0,1024,775,wider,0.019052419354838708,2
177,177,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_705.jpg,222,156,98,132,0,0,0,0,0,0,1024,766,wider,0.01649192232375979,2
178,178,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_705.jpg,640,186,100,136,0,0,0,0,0,0,1024,766,wider,0.017338446475195824,2
182,182,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_791.jpg,567,49,81,108,0,0,0,0,0,0,1024,630,wider,0.013560267857142858,1
183,183,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_666.jpg,156,118,86,102,0,0,0,0,0,0,1024,768,wider,0.0111541748046875,2
184,184,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_666.jpg,706,152,82,110,0,0,0,0,0,0,1024,768,wider,0.011469523111979166,2
187,187,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_940.jpg,464,104,198,292,0,0,0,0,0,0,1024,867,wider,0.06512218858131487,1
188,188,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_483.jpg,198,76,96,126,0,0,1,0,0,0,1024,683,wider,0.01729502196193265,2
189,189,1--Handshaking,1--Handshaking/1_Handshaking_Handshaking_1_483.jpg,530,62,100,134,0,0,1,0,0,0,1024,683,wider,0.01915949853587116,2
190,190,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_1000.jpg,148,92,320,474,0,0,0,0,0,0,1024,682,wider,0.21719208211143687,1
195,195,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_722.jpg,445,82,77,91,0,0,0,0,0,0,1024,682,wider,0.010033392137096774,1
196,196,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_1015.jpg,505,337,82,78,0,0,0,0,0,0,1024,512,wider,0.01219940185546875,4
197,197,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_1015.jpg,324,182,64,88,0,0,0,0,0,0,1024,512,wider,0.0107421875,4
198,198,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_1015.jpg,237,160,71,99,0,0,0,0,0,0,1024,512,wider,0.013406753540039062,4
199,199,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_1015.jpg,151,111,75,91,0,0,0,0,0,0,1024,512,wider,0.013017654418945312,4
209,209,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_521.jpg,122,115,98,138,0,0,0,0,0,0,1024,682,wider,0.01936514846041056,1
213,213,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_804.jpg,416,186,98,138,0,0,0,0,0,0,1024,682,wider,0.01936514846041056,1
221,221,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_707.jpg,178,386,220,320,0,1,0,0,0,0,1024,768,wider,0.08951822916666667,2
222,222,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_707.jpg,574,86,398,572,0,0,0,0,0,0,1024,768,wider,0.2894795735677083,2
224,224,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_990.jpg,631,245,125,168,0,1,0,0,0,0,1024,574,wider,0.035727896341463415,1
225,225,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_947.jpg,420,116,184,278,0,0,0,0,0,0,1024,684,wider,0.07303088450292397,3
226,226,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_947.jpg,836,220,114,166,0,0,1,0,0,0,1024,684,wider,0.027018229166666668,3
227,227,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_947.jpg,846,76,84,114,1,0,0,0,0,0,1024,684,wider,0.013671875,3
237,237,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_476.jpg,368,162,204,294,0,0,0,0,0,0,1024,680,wider,0.0861328125,2
238,238,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_476.jpg,734,266,182,228,0,0,0,0,0,0,1024,680,wider,0.05959329044117648,2
241,241,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_648.jpg,539,180,86,99,1,0,0,0,0,0,1024,647,wider,0.012850777627511592,1
244,244,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_261.jpg,48,224,78,103,0,0,0,0,0,0,1024,754,wider,0.010405441810344827,1
246,246,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_805.jpg,438,188,162,226,0,1,0,0,0,0,1024,682,wider,0.05242508247800586,1
248,248,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_799.jpg,470,200,136,176,0,0,0,0,0,0,1024,686,wider,0.03407434402332361,1
249,249,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_533.jpg,352,6,202,306,0,0,0,0,0,0,1024,684,wider,0.08825041118421052,1
253,253,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_877.jpg,588,289,149,180,1,0,0,0,0,0,1024,768,wider,0.0341033935546875,1
256,256,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_608.jpg,548,84,106,166,0,0,0,0,0,0,1024,576,wider,0.029832628038194444,1
262,262,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_387.jpg,279,218,140,193,0,0,0,0,0,0,1024,768,wider,0.034357706705729164,1
263,263,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_164.jpg,170,154,144,194,0,0,0,0,0,0,1024,602,wider,0.04531769102990033,4
264,264,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_164.jpg,520,168,110,172,0,0,0,0,0,0,1024,602,wider,0.03069196428571428,4
265,265,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_164.jpg,716,178,140,184,0,0,0,0,0,0,1024,602,wider,0.041787790697674417,4
266,266,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_2_164.jpg,272,4,66,94,1,0,0,0,1,0,1024,602,wider,0.010064109219269105,4
267,267,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_921.jpg,170,92,96,138,0,0,0,0,0,0,1024,672,wider,0.019252232142857144,4
268,268,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_921.jpg,446,18,98,144,0,0,0,0,0,0,1024,672,wider,0.0205078125,4
269,269,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_921.jpg,764,88,102,146,0,0,1,0,0,0,1024,672,wider,0.021641322544642856,4
270,270,10--People_Marching,10--People_Marching/10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_People_Marching_People_Marching_10_921.jpg,454,254,106,162,0,0,1,0,0,0,1024,672,wider,0.024954659598214284,4
276,276,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_893.jpg,310,274,98,122,0,0,0,0,0,0,1024,767,wider,0.015222661342894394,3
277,277,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_893.jpg,472,246,82,98,0,0,0,0,0,0,1024,767,wider,0.01023162483702738,3
278,278,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_893.jpg,606,266,90,108,0,0,0,0,0,0,1024,767,wider,0.0123757333767927,3
280,280,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_425.jpg,244,100,88,138,0,0,0,0,0,0,1024,640,wider,0.0185302734375,2
281,281,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_425.jpg,462,68,98,124,0,0,0,0,0,0,1024,640,wider,0.01854248046875,2
283,283,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_804.jpg,348,80,88,104,0,0,0,0,0,0,1024,680,wider,0.013143382352941177,1
292,292,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_184.jpg,242,122,90,150,0,0,0,0,0,0,1024,752,wider,0.017531374667553192,1
294,294,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_607.jpg,302,152,182,224,0,0,0,0,0,0,1024,837,wider,0.047565710872162485,1
295,295,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_735.jpg,396,202,92,114,0,0,0,0,0,0,1024,683,wider,0.014995882137628109,1
299,299,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_683.jpg,254,262,106,132,0,0,0,0,0,1,1024,767,wider,0.017814944589308997,3
300,300,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_683.jpg,452,248,88,114,0,0,0,0,0,0,1024,767,wider,0.012772979139504564,3
301,301,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_683.jpg,738,308,108,140,0,0,0,0,0,0,1024,767,wider,0.0192511408083442,3
306,306,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_36.jpg,370,140,192,276,0,0,1,0,0,0,1024,829,wider,0.06242460796139927,1
330,330,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_393.jpg,348,214,348,422,0,0,1,0,0,0,1024,949,wider,0.15112124604847207,1
341,341,11--Meeting,11--Meeting/11_Meeting_Meeting_11_Meeting_Meeting_11_60.jpg,722,180,158,164,0,0,0,0,0,0,1024,694,wider,0.036462085734870316,1
358,358,12--Group,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_784.jpg,382,198,328,426,0,0,1,0,0,0,1024,838,wider,0.16283189140811455,1
362,362,12--Group,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_682.jpg,376,88,118,170,0,0,0,0,0,0,1024,684,wider,0.02864012244152047,2
363,363,12--Group,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_682.jpg,540,182,120,136,0,0,0,0,0,0,1024,684,wider,0.023300438596491228,2
364,364,12--Group,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_799.jpg,180,180,118,168,0,0,0,0,0,0,1024,701,wider,0.02761679743223966,2
365,365,12--Group,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_799.jpg,716,72,96,134,0,0,0,0,0,0,1024,701,wider,0.01792082738944365,2
370,370,12--Group,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_327.jpg,570,136,106,142,0,0,0,0,0,0,1024,768,wider,0.019139607747395832,1
377,377,12--Group,12--Group/12_Group_Group_12_Group_Group_12_74.jpg,138,122,182,212,0,0,0,0,0,0,1024,768,wider,0.049062093098958336,3
378,378,12--Group,12--Group/12_Group_Group_12_Group_Group_12_74.jpg,448,120,158,232,0,0,0,0,0,0,1024,768,wider,0.04661051432291666,3
379,379,12--Group,12--Group/12_Group_Group_12_Group_Group_12_74.jpg,722,170,172,238,0,0,0,0,0,0,1024,768,wider,0.052052815755208336,3
380,380,12--Group,12--Group/12_Group_Group_12_Group_Group_12_564.jpg,446,88,120,140,0,0,0,0,0,0,1024,576,wider,0.028483072916666668,1
381,381,12--Group,12--Group/12_Group_Group_12_Group_Group_12_785.jpg,324,194,258,342,0,0,0,0,0,0,1024,768,wider,0.1121978759765625,1
384,384,12--Group,12--Group/12_Group_Group_12_Group_Group_12_79.jpg,133,152,82,109,0,0,0,0,0,0,1024,684,wider,0.012760987755847952,5
385,385,12--Group,12--Group/12_Group_Group_12_Group_Group_12_79.jpg,304,109,78,114,0,0,0,0,0,0,1024,684,wider,0.0126953125,5
386,386,12--Group,12--Group/12_Group_Group_12_Group_Group_12_79.jpg,462,150,80,111,0,0,0,0,0,0,1024,684,wider,0.012678179824561405,5
387,387,12--Group,12--Group/12_Group_Group_12_Group_Group_12_79.jpg,642,216,82,103,0,0,0,0,0,0,1024,684,wider,0.012058548062865495,5
388,388,12--Group,12--Group/12_Group_Group_12_Group_Group_12_79.jpg,772,181,103,147,0,0,0,0,0,0,1024,684,wider,0.021617153234649127,5
392,392,12--Group,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_328.jpg,12,16,312,446,0,0,1,0,0,0,1024,491,wider,0.276762983706721,2
393,393,12--Group,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_328.jpg,326,2,312,440,0,0,0,0,0,0,1024,491,wider,0.27303971486761713,2
394,394,12--Group,12--Group/12_Group_Group_12_Group_Group_12_51.jpg,200,282,116,150,0,0,0,0,0,0,1024,879,wider,0.019331271331058025,4
395,395,12--Group,12--Group/12_Group_Group_12_Group_Group_12_51.jpg,176,88,90,138,0,0,0,0,0,0,1024,879,wider,0.013798528156996587,4
396,396,12--Group,12--Group/12_Group_Group_12_Group_Group_12_51.jpg,648,146,94,120,0,0,0,0,0,0,1024,879,wider,0.012531996587030721,4
397,397,12--Group,12--Group/12_Group_Group_12_Group_Group_12_51.jpg,756,152,118,148,0,0,0,0,0,0,1024,879,wider,0.019402374857792948,4
399,399,12--Group,12--Group/12_Group_Large_Group_12_Group_Large_Group_12_739.jpg,438,208,180,198,0,0,0,0,0,0,1024,768,wider,0.045318603515625,1
400,400,12--Group,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_752.jpg,641,72,98,122,1,0,0,0,0,0,1024,681,wider,0.017145053230543314,1
410,410,12--Group,12--Group/12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_298.jpg,324,240,90,126,0,0,0,0,0,0,1024,768,wider,0.0144195556640625,1
414,414,12--Group,12--Group/12_Group_Large_Group_12_Group_Large_Group_12_564.jpg,332,66,174,222,0,0,0,0,0,0,1024,729,wider,0.051745756172839504,2
